Time Stamp,RRI,Passed Time
171126,796,1225504
171127,702,1226206
171127,801,1227007
171128,697,1227704
171129,703,1228407
171130,798,1229205
171130,799,1230004
171131,800,1230804
171132,701,1231505
171133,800,1232305
171134,803,1233108
171134,800,1233908
171135,600,1234508
171136,699,1235207
171136,799,1236006
171137,700,1236706
171138,700,1237406
171138,601,1238007
171139,696,1238703
171140,804,1239507
171141,798,1240305
171141,703,1241008
171142,696,1241704
171143,802,1242506
171144,698,1243204
171144,599,1243803
171145,604,1244407
171145,697,1245104
171146,702,1245806
171147,698,1246504
171147,601,1247105
171148,700,1247805
171149,699,1248504
171150,703,1249207
171150,701,1249908
171151,695,1250603
171152,703,1251306
171152,700,1252006
171153,698,1252704
171154,700,1253404
171154,600,1254004
171155,804,1254808
171156,596,1255404
171156,699,1256103
171157,600,1256703
171158,701,1257404
171158,604,1258008
171159,697,1258705
171200,701,1259406
171200,697,1260103
171201,601,1260704
171202,704,1261408
171202,698,1262106
171203,698,1262804
171204,700,1263504
171205,701,1264205
171205,599,1264804
171206,703,1265507
171206,597,1266104
171207,700,1266804
171208,601,1267405
171209,703,1268108
171209,699,1268807
171210,596,1269403
171210,701,1270104
171211,600,1270704
171212,704,1271408
171212,698,1272106
171213,600,1272706
171214,698,1273404
171214,702,1274106
171215,699,1274805
171216,602,1275407
171216,697,1276104
171217,603,1276707
171218,596,1277303
171218,604,1277907
171219,599,1278506
171220,699,1279205
171220,599,1279804
171221,700,1280504
171222,803,1281307
171222,797,1282104
171223,800,1282904
171224,803,1283707
171225,699,1284406
171226,801,1285207
171226,697,1285904
171227,701,1286605
171228,701,1287306
171228,702,1288008
171229,700,1288708
171230,595,1289303
171230,800,1290103
171231,702,1290805
171232,600,1291405
171232,698,1292103
171233,700,1292803
171234,701,1293504
171235,702,1294206
171235,600,1294806
171236,797,1295603
171237,700,1296303
171237,699,1297002
171238,703,1297705
171239,602,1298307
171239,698,1299005
171240,699,1299704
171241,599,1300303
171241,603,1300906
171242,701,1301607
171243,596,1302203
171243,702,1302905
171244,798,1303703
171245,703,1304406
171245,698,1305104
171246,599,1305703
171247,703,1306406
171247,697,1307103
171248,704,1307807
171249,700,1308507
171249,595,1309102
171250,701,1309803
171251,602,1310405
171251,602,1311007
171252,597,1311604
171253,599,1312203
171253,703,1312906
171254,796,1313702
171255,705,1314407
171255,696,1315103
171256,801,1315904
171257,798,1316702
171258,602,1317304
171258,702,1318006
171259,798,1318804
171300,699,1319503
171300,599,1320102
171301,703,1320805
171302,698,1321503
171303,701,1322204
171303,602,1322806
171304,696,1323502
171304,602,1324104
171305,703,1324807
171306,696,1325503
171307,704,1326207
171307,696,1326903
171308,605,1327508
171308,595,1328103
171309,699,1328802
171310,601,1329403
171310,699,1330102
171311,704,1330806
171312,696,1331502
171313,704,1332206
171313,702,1332908
171314,595,1333503
171314,602,1334105
171315,697,1334802
171316,700,1335502
171316,601,1336103
171317,700,1336803
171318,704,1337507
171319,696,1338203
171319,801,1339004
171320,699,1339703
171321,700,1340403
171321,604,1341007
171322,696,1341703
171323,599,1342302
171323,704,1343006
171324,699,1343705
171325,697,1344402
171325,600,1345002
171326,800,1345802
171327,700,1346502
171328,705,1347207
171328,695,1347902
171329,601,1348503
171330,699,1349202
171330,600,1349802
171331,704,1350506
171332,697,1351203
171332,601,1351804
171333,700,1352504
171334,699,1353203
171334,802,1354005
171335,702,1354707
171336,596,1355303
171336,800,1356103
171337,701,1356804
171338,701,1357505
171338,597,1358102
171339,701,1358803
171340,598,1359401
171340,603,1360004
171341,601,1360605
171342,602,1361207
171342,595,1361802
171343,700,1362502
171344,702,1363204
171344,600,1363804
171345,701,1364505
171345,597,1365102
171346,704,1365806
171347,697,1366503
171348,701,1367204
171348,599,1367803
171349,704,1368507
171349,595,1369102
171350,602,1369704
171351,602,1370306
171351,700,1371006
171352,697,1371703
171353,799,1372502
171354,703,1373205
171354,700,1373905
171355,697,1374602
171356,799,1375401
171356,701,1376102
171357,704,1376806
171358,800,1377606
171359,696,1378302
171400,805,1379107
171400,700,1379807
171401,697,1380504
171402,699,1381203
171402,702,1381905
171403,698,1382603
171404,698,1383301
171404,604,1383905
171405,598,1384503
171406,698,1385201
171406,712,1385913
171407,694,1386607
171408,698,1387305
171408,700,1388005
171409,796,1388801
171410,704,1389505
171411,698,1390203
171411,901,1391104
171412,802,1391906
171413,697,1392603
171414,800,1393403
171415,802,1394205
171415,696,1394901
171416,802,1395703
171417,702,1396405
171417,698,1397103
171418,803,1397906
171419,795,1398701
171420,804,1399505
171421,698,1400203
171421,801,1401004
171422,799,1401803
171423,801,1402604
171424,899,1403503
171425,799,1404302
171426,899,1405201
171426,804,1406005
171427,797,1406802
171428,803,1407605
171429,797,1408402
171429,702,1409104
171430,697,1409801
171431,704,1410505
171432,796,1411301
171432,702,1412003
171433,602,1412605
171434,696,1413301
171434,604,1413905
171435,696,1414601
171436,600,1415201
171436,603,1415804
171437,697,1416501
171437,602,1417103
171438,698,1417801
171439,802,1418603
171440,799,1419402
171441,902,1420304
171441,801,1421105
171442,696,1421801
171443,699,1422500
171444,701,1423201
171444,704,1423905
171445,695,1424600
171446,704,1425304
171446,708,1426012
171447,791,1426803
171448,899,1427702
171449,801,1428503
171450,897,1429400
171451,805,1430205
171451,796,1431001
171452,701,1431702
171453,805,1432507
171454,797,1433304
171454,701,1434005
171455,698,1434703
171456,902,1435605
171457,1001,1436606
171458,800,1437406
171458,700,1438106
171459,298,1438404
171500,903,1439307
171501,896,1440203
171502,905,1441108
171502,797,1441905
171503,899,1442804
171504,699,1443503
171505,704,1444207
171505,797,1445004
171506,803,1445807
171507,796,1446603
171508,802,1447405
171509,798,1448203
171509,605,1448808
171510,696,1449504
171511,699,1450203
171511,704,1450907
171512,697,1451604
171513,799,1452403
171514,799,1453202
171514,904,1454106
171515,798,1454904
171516,900,1455804
171517,799,1456603
171518,705,1457308
171518,795,1458103
171519,700,1458803
171520,700,1459503
171520,601,1460104
171521,702,1460806
171522,799,1461605
171523,799,1462404
171524,899,1463303
171524,702,1464005
171525,698,1464703
171526,705,1465408
171526,695,1466103
171527,801,1466904
171528,703,1467607
171529,698,1468305
171529,700,1469005
171530,598,1469603
171531,701,1470304
171531,703,1471007
171532,699,1471706
171533,697,1472403
171534,800,1473203
171534,804,1474007
171535,799,1474806
171536,797,1475603
171537,801,1476404
171538,901,1477305
171538,799,1478104
171539,800,1478904
171540,700,1479604
171541,599,1480203
171541,805,1481008
171542,698,1481706
171543,701,1482407
171543,697,1483104
171544,601,1483705
171545,699,1484404
171545,603,1485007
171546,695,1485702
171547,704,1486406
171548,801,1487207
171548,598,1487805
171549,697,1488502
171550,701,1489203
171550,601,1489804
171551,701,1490505
171551,599,1491104
171552,698,1491802
171553,701,1492503
171554,701,1493204
171554,701,1493905
171555,601,1494506
171556,697,1495203
171556,699,1495902
171557,700,1496602
171558,603,1497205
171558,700,1497905
171559,599,1498504
171600,699,1499203
171600,700,1499903
171601,603,1500506
171601,600,1501106
171602,698,1501804
171603,701,1502505
171603,596,1503101
171604,704,1503805
171605,700,1504505
171606,703,1505208
171606,594,1505802
171607,702,1506504
171607,600,1507104
171608,703,1507807
171609,699,1508506
171610,698,1509204
171610,698,1509902
171611,605,1510507
171611,599,1511106
171612,696,1511802
171613,600,1512402
171613,700,1513102
171614,703,1513805
171615,698,1514503
171615,599,1515102
171616,603,1515705
171617,701,1516406
171617,598,1517004
171618,700,1517704
171619,597,1518301
171619,602,1518903
171620,701,1519604
171621,700,1520304
171621,697,1521001
171622,703,1521704
171623,698,1522402
171623,602,1523004
171624,700,1523704
171625,598,1524302
171625,800,1525102
171626,699,1525801
171627,701,1526502
171628,704,1527206
171628,697,1527903
171629,601,1528504
171629,599,1529103
171630,700,1529803
171631,702,1530505
171632,700,1531205
171632,698,1531903
171633,699,1532602
171634,701,1533303
171634,602,1533905
171635,699,1534604
171636,698,1535302
171636,601,1535903
171637,700,1536603
171638,703,1537306
171638,696,1538002
171639,700,1538702
171640,705,1539407
171641,797,1540204
171641,704,1540908
171642,700,1541608
171643,696,1542304
171643,601,1542905
171644,700,1543605
171645,700,1544305
171645,704,1545009
171646,694,1545703
171647,601,1546304
171647,600,1546904
171648,703,1547607
171649,698,1548305
171649,602,1548907
171650,696,1549603
171651,602,1550205
171651,703,1550908
171652,797,1551705
171653,699,1552404
171653,700,1553104
171654,602,1553706
171655,602,1554308
171655,598,1554906
171656,598,1555504
171657,701,1556205
171657,601,1556806
171658,601,1557407
171658,599,1558006
171659,599,1558605
171700,599,1559204
171700,701,1559905
171701,603,1560508
171702,695,1561203
171702,703,1561906
171703,799,1562705
171704,600,1563305
171704,702,1564007
171705,598,1564605
171706,601,1565206
171706,598,1565804
171707,702,1566506
171708,700,1567206
171708,697,1567903
171709,704,1568607
171710,797,1569404
171711,702,1570106
171711,600,1570706
171712,700,1571406
171712,599,1572005
171713,699,1572704
171714,602,1573306
171714,599,1573905
171715,803,1574708
171716,795,1575503
171717,904,1576407
171718,799,1577206
171718,699,1577905
171719,700,1578605
171720,801,1579406
171721,900,1580306
171721,797,1581103
171722,901,1582004
171723,800,1582804
171724,801,1583605
171725,698,1584303
171725,704,1585007
171726,702,1585709
171727,798,1586507
171728,900,1587407
171729,798,1588205
171729,898,1589103
171730,905,1590008
171731,900,1590908
171732,799,1591707
171733,897,1592604
171734,902,1593506
171735,797,1594303
171735,802,1595105
171736,900,1596005
171737,799,1596804
171738,801,1597605
171739,798,1598403
171740,903,1599306
171740,797,1600103
171741,901,1601004
171742,804,1601808
171743,798,1602606
171744,898,1603504
171745,800,1604304
171745,704,1605008
171746,897,1605905
171747,801,1606706
171748,697,1607403
171749,803,1608206
171749,898,1609104
171750,799,1609903
171751,804,1610707
171752,798,1611505
171753,799,1612304
171753,798,1613102
171754,804,1613906
171755,801,1614707
171756,698,1615405
171757,798,1616203
171757,701,1616904
171758,699,1617603
171759,900,1618503
171800,800,1619303
171800,701,1620004
171801,802,1620806
171802,796,1621602
171803,805,1622407
171803,699,1623106
171804,699,1623805
171805,597,1624402
171806,801,1625203
171806,700,1625903
171807,600,1626503
171808,704,1627207
171808,697,1627904
171809,701,1628605
171810,701,1629306
171810,697,1630003
171811,705,1630708
171812,699,1631407
171812,699,1632106
171813,800,1632906
171814,699,1633605
171815,702,1634307
171815,696,1635003
171816,805,1635808
171817,695,1636503
171817,602,1637105
171818,697,1637802
171819,702,1638504
171820,699,1639203
171820,701,1639904
171821,703,1640607
171822,695,1641302
171823,805,1642107
171823,695,1642802
171824,703,1643505
171825,700,1644205
171825,900,1645105
171826,698,1645803
171827,700,1646503
171828,703,1647206
171828,797,1648003
171829,603,1648606
171830,696,1649302
171830,702,1650004
171831,698,1650702
171832,701,1651403
171832,700,1652103
171833,699,1652802
171834,703,1653505
171835,698,1654203
171835,702,1654905
171836,702,1655607
171837,696,1656303
171837,703,1657006
171838,698,1657704
171839,702,1658406
171840,796,1659202
171840,702,1659904
171841,702,1660606
171842,698,1661304
171842,698,1662002
171843,702,1662704
171844,702,1663406
171844,697,1664103
171845,702,1664805
171846,702,1665507
171847,695,1666202
171847,703,1666905
171848,599,1667504
171849,702,1668206
171849,697,1668903
171850,699,1669602
171851,700,1670302
171851,701,1671003
171852,698,1671701
171853,701,1672402
171853,701,1673103
171854,602,1673705
171855,700,1674405
171856,799,1675204
171856,598,1675802
171857,703,1676505
171858,701,1677206
171858,799,1678005
171859,599,1678604
171900,697,1679301
171900,702,1680003
171901,699,1680702
171902,705,1681407
171902,699,1682106
171903,696,1682802
171904,806,1683608
171905,697,1684305
171905,601,1684906
171906,697,1685603
171907,699,1686302
171907,704,1687006
171908,699,1687705
171909,699,1688404
171909,700,1689104
171910,702,1689806
171911,700,1690506
171912,699,1691205
171912,696,1691901
171913,701,1692602
171914,703,1693305
171914,601,1693906
171915,796,1694702
171916,600,1695302
171916,702,1696004
171917,700,1696704
171918,801,1697505
171919,799,1698304
171919,800,1699104
171920,703,1699807
171921,599,1700406
171921,698,1701104
171922,699,1701803
171923,699,1702502
171923,601,1703103
171924,601,1703704
171925,698,1704402
171926,800,1705202
171926,800,1706002
171927,903,1706905
171928,697,1707602
171929,705,1708307
171929,695,1709002
171930,701,1709703
171931,802,1710505
171932,697,1711202
171932,701,1711903
171933,802,1712705
171934,699,1713404
171934,602,1714006
171935,697,1714703
171936,699,1715402
171936,700,1716102
171937,803,1716905
171938,797,1717702
171939,700,1718402
171940,802,1719204
171940,602,1719806
171941,700,1720506
171942,697,1721203
171942,801,1722004
171943,897,1722901
171944,904,1723805
171945,802,1724607
171946,795,1725402
171947,800,1726202
171947,703,1726905
171948,701,1727606
171949,799,1728405
171950,796,1729201
171950,904,1730105
171951,801,1730906
171952,899,1731805
171953,800,1732605
171954,800,1733405
171955,797,1734202
171955,800,1735002
171956,804,1735806
171957,797,1736603
171958,902,1737505
171959,799,1738304
171959,797,1739101
172000,903,1740004
172001,802,1740806
172002,796,1741602
172003,799,1742401
172003,703,1743104
172004,802,1743906
172005,695,1744601
172006,703,1745304
172006,698,1746002
172007,904,1746906
172008,796,1747702
172009,900,1748602
172010,800,1749402
172010,704,1750106
172011,795,1750901
172012,700,1751601
172013,801,1752402
172013,703,1753105
172014,798,1753903
172015,702,1754605
172016,897,1755502
172017,701,1756203
172017,603,1756806
172018,696,1757502
172019,700,1758202
172019,802,1759004
172020,901,1759905
172021,697,1760602
172022,802,1761404
172023,799,1762203
172023,801,1763004
172024,701,1763705
172025,695,1764400
172025,702,1765102
172026,801,1765903
172027,802,1766705
172028,797,1767502
172029,699,1768201
172029,701,1768902
172030,703,1769605
172031,696,1770301
172031,702,1771003
172032,698,1771701
172033,702,1772403
172034,800,1773203
172034,801,1774004
172035,901,1774905
172036,799,1775704
172037,799,1776503
172038,699,1777202
172038,799,1778001
172039,700,1778701
172040,704,1779405
172040,700,1780105
172041,700,1780805
172042,697,1781502
172043,901,1782403
172044,902,1783305
172045,900,1784205
172045,698,1784903
172046,800,1785703
172047,702,1786405
172047,697,1787102
172048,798,1787900
172049,803,1788703
172050,901,1789604
172051,796,1790400
172051,703,1791103
172052,799,1791902
172053,799,1792701
172054,700,1793401
172054,702,1794103
172055,701,1794804
172056,599,1795403
172057,799,1796202
172057,700,1796902
172058,900,1797802
172059,800,1798602
172100,898,1799500
172101,900,1800400
172102,901,1801301
172102,802,1802103
172103,801,1802904
172104,896,1803800
172105,701,1804501
172106,699,1805200
172106,802,1806002
172107,798,1806800
172108,805,1807605
172109,697,1808302
172109,799,1809101
172110,699,1809800
172111,805,1810605
172112,796,1811401
172113,804,1812205
172113,695,1812900
172114,700,1813600
172115,704,1814304
172115,697,1815001
172116,704,1815705
172117,695,1816400
